vin_1_10,county,city,state,zip_code,model_year,make,model,ev_type,cafv_type,electric_range,base_msrp,legislative_district,dol_vehicle_id,geocoded_column,electric_utility,_2020_census_tract,:@computed_region_x4ys_rtnd,:@computed_region_fny7_vc3j,:@computed_region_8ddd_yn5v
5YJXCAE26J,Yakima,Yakima,WA,98908,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,14,141151601,"{'type': 'Point', 'coordinates': [-120.56916, 46.58514]}",PACIFICORP,53077001100,2746,4,20
JHMZC5F37M,Kitsap,Poulsbo,WA,98370,2021,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,47,0,23,171566447,"{'type': 'Point', 'coordinates': [-122.64681, 47.73689]}",PUGET SOUND ENERGY INC,53035090400,848,6,29
5YJ3E1EB0K,King,Seattle,WA,98199,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,36,9426525,"{'type': 'Point', 'coordinates': [-122.40092, 47.65908]}",CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033005803,3009,7,31
1N4AZ0CP5D,King,Seattle,WA,98119,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,36,211807760,"{'type': 'Point', 'coordinates': [-122.3684, 47.64586]}",CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033005804,3009,7,31
5YJSA1E21H,Thurston,Lacey,WA,98516,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,0,22,185810306,"{'type': 'Point', 'coordinates': [-122.75379, 47.06316]}",PUGET SOUND ENERGY INC,53067012226,2742,10,2
JHMZC5F1XJ,Thurston,Olympia,WA,98506,2018,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,47,0,22,153785726,"{'type': 'Point', 'coordinates': [-122.87741, 47.05997]}",PUGET SOUND ENERGY INC,53067012211,2742,10,28
3FA6P0PU1G,Thurston,Tumwater,WA,98501,2016,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,22,347508836,"{'type': 'Point', 'coordinates': [-122.89166, 47.03956]}",PUGET SOUND ENERGY INC,53067010802,2742,10,28
WA1F2AFY8P,Thurston,Lacey,WA,98516,2023,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,23,0,22,227213871,"{'type': 'Point', 'coordinates': [-122.75379, 47.06316]}",PUGET SOUND ENERGY INC,53067012225,2742,10,2
1FADP5CU0E,Thurston,Rochester,WA,98579,2014,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,20,229811151,"{'type': 'Point', 'coordinates': [-123.08743, 46.82175]}",PUGET SOUND ENERGY INC,53067012710,2742,10,27
5YJSA1CP1D,Kitsap,Bremerton,WA,98312,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,26,164768075,"{'type': 'Point', 'coordinates': [-122.66122, 47.56573]}",PUGET SOUND ENERGY INC,53035081100,848,6,33
1N4AZ0CP3F,Thurston,Lacey,WA,98503,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,22,193420811,"{'type': 'Point', 'coordinates': [-122.82324, 47.04437]}",PUGET SOUND ENERGY INC,53067011628,2742,10,28
7SAYGDEF4N,Yakima,Yakima,WA,98908,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,14,187486883,"{'type': 'Point', 'coordinates': [-120.56916, 46.58514]}",PACIFICORP,53077002804,2746,4,20
5YJ3E1EC7L,Thurston,Lacey,WA,98503,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,308,0,22,2135486,"{'type': 'Point', 'coordinates': [-122.82324, 47.04437]}",PUGET SOUND ENERGY INC,53067011422,2742,10,28
5YJ3E1EB2L,Thurston,Olympia,WA,98516,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,22,124645363,"{'type': 'Point', 'coordinates': [-122.75379, 47.06316]}",PUGET SOUND ENERGY INC,53067012221,2742,10,2
1FADP5FU4H,Thurston,Lacey,WA,98513,2017,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,20,0,22,139887513,"{'type': 'Point', 'coordinates': [-122.81754499999994, 46.98876000000007]}",PUGET SOUND ENERGY INC,53067011623,2742,10,28
KNDCM3LD8L,Kitsap,Bainbridge Island,WA,98110,2020,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,0,23,157737730,"{'type': 'Point', 'coordinates': [-122.521, 47.62728]}",PUGET SOUND ENERGY INC,53035090902,848,6,29
1N4AZ0CP0F,Yakima,Yakima,WA,98902,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,14,124092398,"{'type': 'Point', 'coordinates': [-120.52301, 46.60138]}",PACIFICORP,53077001000,2746,4,20
5YJSA1S18E,Thurston,Olympia,WA,98502,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,22,235148434,"{'type': 'Point', 'coordinates': [-122.92333, 47.03779]}",PUGET SOUND ENERGY INC,53067012002,2742,10,28
1G1RC6E46F,Snohomish,Everett,WA,98204,2015,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,21,224494658,"{'type': 'Point', 'coordinates': [-122.25527, 47.90456]}",PUGET SOUND ENERGY INC,53061041905,3213,2,7
1G1FX6S0XH,Chelan,Leavenworth,WA,98826,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,12,133848662,"{'type': 'Point', 'coordinates': [-120.65754, 47.5982]}",PUD NO 1 OF CHELAN COUNTY,53007960201,2956,8,18
5YJ3E1EA9L,Thurston,Lacey,WA,98516,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,0,22,103034676,"{'type': 'Point', 'coordinates': [-122.75379, 47.06316]}",PUGET SOUND ENERGY INC,53067012330,2742,10,2
5YJSA1DN0D,Snohomish,Mill Creek,WA,98012,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,44,130615607,"{'type': 'Point', 'coordinates': [-122.21061, 47.83448]}",PUGET SOUND ENERGY INC,53061041704,3213,1,1
1G1RA6E47C,Snohomish,Snohomish,WA,98290,2012,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35,0,44,207801492,"{'type': 'Point', 'coordinates': [-122.09305, 47.91265]}",PUGET SOUND ENERGY INC,53061052607,3213,1,45
1N4BZ0CP1H,Thurston,Olympia,WA,98506,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,107,0,22,258019618,"{'type': 'Point', 'coordinates': [-122.87741, 47.05997]}",PUGET SOUND ENERGY INC,53067010200,2742,10,28
5YJSA1DP5D,Skagit,Mount Vernon,WA,98273,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,40,228899387,"{'type': 'Point', 'coordinates': [-122.33897499999995, 48.41333000000003]}",PUGET SOUND ENERGY INC,53057952200,3212,1,43
WMEFJ9BA6H,Snohomish,Arlington,WA,98223,2017,SMART,FORTWO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,58,0,38,153988418,"{'type': 'Point', 'coordinates': [-122.1264, 48.19471]}",PUGET SOUND ENERGY INC,53061053102,3213,2,41
JN1AZ0CP4C,King,Seattle,WA,98103,2012,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,0,36,181732477,"{'type': 'Point', 'coordinates': [-122.35436, 47.67596]}",CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033003500,3009,7,4
1N4AZ1CP9J,Thurston,Olympia,WA,98502,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,0,35,111803415,"{'type': 'Point', 'coordinates': [-122.92333, 47.03779]}",PUGET SOUND ENERGY INC,53067011902,2742,10,28
5YJ3E1EB4K,Yakima,Yakima,WA,98902,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,14,270673084,"{'type': 'Point', 'coordinates': [-120.52301, 46.60138]}",PACIFICORP,53077000700,2746,4,20
5UXKT0C33H,Snohomish,Lake Stevens,WA,98258,2017,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,0,44,146525333,"{'type': 'Point', 'coordinates': [-122.06402, 48.01497]}",PUGET SOUND ENERGY INC,53061052607,3213,1,45
5YJYGDEEXL,Snohomish,Snohomish,WA,98296,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,1,107819932,"{'type': 'Point', 'coordinates': [-122.1389, 47.87115]}",PUGET SOUND ENERGY INC,53061052112,3213,1,45
5YJ3E1EB8K,Skagit,Burlington,WA,98233,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,10,324917085,"{'type': 'Point', 'coordinates': [-122.33029, 48.46846]}",PUGET SOUND ENERGY INC,53057951900,3212,2,43
5YJ3E1EA0J,Skagit,Anacortes,WA,98221,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,40,333177358,"{'type': 'Point', 'coordinates': [-122.61214, 48.51748]}",PUGET SOUND ENERGY INC,53057940402,3212,2,43
1N4AZ0CP7D,Skagit,Anacortes,WA,98221,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,40,247282486,"{'type': 'Point', 'coordinates': [-122.61214, 48.51748]}",PUGET SOUND ENERGY INC,53057940500,3212,2,43
1N4AZ1CP7J,Snohomish,Edmonds,WA,98020,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,0,21,235442777,"{'type': 'Point', 'coordinates': [-122.37689, 47.81116]}",PUGET SOUND ENERGY INC,53061050402,3213,7,7
5YJ3E1EB6L,Snohomish,Everett,WA,98201,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,38,101991081,"{'type': 'Point', 'coordinates': [-122.20596, 47.97659]}",PUGET SOUND ENERGY INC,53061040100,3213,2,40
KNDRJDLH1N,Snohomish,Bothell,WA,98021,2022,KIA,SORENTO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,1,190573260,"{'type': 'Point', 'coordinates': [-122.18384, 47.8031]}",PUGET SOUND ENERGY INC,53061051918,3213,1,1
1G1FZ6S08L,Snohomish,Sultan,WA,98294,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259,0,39,166824304,"{'type': 'Point', 'coordinates': [-121.81688, 47.8623]}",PUGET SOUND ENERGY INC,53061053802,3213,1,41
5YJ3E1EB9J,Spokane,Spokane,WA,99207,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,3,286454864,"{'type': 'Point', 'coordinates': [-117.3973, 47.67573]}",MODERN ELECTRIC WATER COMPANY,53063001500,3214,5,3
5YJ3E1EA6L,Snohomish,Bothell,WA,98012,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,0,21,127506886,"{'type': 'Point', 'coordinates': [-122.21061, 47.83448]}",PUGET SOUND ENERGY INC,53061051922,3213,1,1
JTDKARFP5L,Snohomish,Lake Stevens,WA,98258,2020,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,44,177542704,"{'type': 'Point', 'coordinates': [-122.06402, 48.01497]}",PUGET SOUND ENERGY INC,53061052604,3213,1,45
WBY1Z4C57F,Whitman,Pullman,WA,99163,2015,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,72,0,9,218329275,"{'type': 'Point', 'coordinates': [-117.18147, 46.73015]}",AVISTA CORP,53075000400,2745,5,13
1N4AZ1CP0L,Snohomish,Snohomish,WA,98296,2020,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,149,0,1,132843623,"{'type': 'Point', 'coordinates': [-122.1389, 47.87115]}",PUGET SOUND ENERGY INC,53061052112,3213,1,45
5YJSA1E15H,Thurston,Yelm,WA,98597,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,0,2,477498283,"{'type': 'Point', 'coordinates': [-122.60735, 46.94239]}",PUGET SOUND ENERGY INC,53067012422,2742,10,2
1N4AZ0CPXD,Snohomish,Lake Stevens,WA,98258,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,44,243742670,"{'type': 'Point', 'coordinates': [-122.06402, 48.01497]}",PUGET SOUND ENERGY INC,53061052506,3213,1,45
5YJXCDE27H,Yakima,Yakima,WA,98901,2017,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,0,15,193775536,"{'type': 'Point', 'coordinates': [-120.50721, 46.60448]}",PACIFICORP,53077001701,2746,4,20
1N4AZ0CP8D,Kitsap,Port Orchard,WA,98366,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,26,163198437,"{'type': 'Point', 'coordinates': [-122.63847, 47.54103]}",PUGET SOUND ENERGY INC,53035092500,848,6,33
1G1FX6S00H,Snohomish,Arlington,WA,98223,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,39,260006043,"{'type': 'Point', 'coordinates': [-122.1264, 48.19471]}",PUGET SOUND ENERGY INC,53061052701,3213,2,41
5YJ3E1EB0K,Kitsap,Bainbridge Island,WA,98110,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,23,478792107,"{'type': 'Point', 'coordinates': [-122.521, 47.62728]}",PUGET SOUND ENERGY INC,53035091002,848,6,29
5YJ3E1EB8L,Snohomish,Edmonds,WA,98020,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,21,102950508,"{'type': 'Point', 'coordinates': [-122.37689, 47.81116]}",PUGET SOUND ENERGY INC,53061050502,3213,7,7
1C4JJXR66P,Whitman,Pullman,WA,99163,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,9,220449078,"{'type': 'Point', 'coordinates': [-117.18147, 46.73015]}",AVISTA CORP,53075000601,2745,5,13
KL8CK6S04F,Whitman,Palouse,WA,99161,2015,CHEVROLET,SPARK,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,82,0,9,3274211,"{'type': 'Point', 'coordinates': [-117.0768, 46.9101]}",AVISTA CORP,53075000700,2745,5,13
5YJSA1E25F,Snohomish,Edmonds,WA,98026,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,0,21,4157289,"{'type': 'Point', 'coordinates': [-122.31768, 47.87166]}",PUGET SOUND ENERGY INC,53061050200,3213,2,7
5YJSA1DPXD,Snohomish,Mill Creek,WA,98012,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,44,178261310,"{'type': 'Point', 'coordinates': [-122.21061, 47.83448]}",PUGET SOUND ENERGY INC,53061052004,3213,1,1
1N4AZ1CP4L,Snohomish,Monroe,WA,98272,2020,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,149,0,39,121869226,"{'type': 'Point', 'coordinates': [-121.98087, 47.8526]}",PUGET SOUND ENERGY INC,53061052203,3213,1,41
5YJYGDEE9L,Snohomish,Marysville,WA,98270,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,38,122977942,"{'type': 'Point', 'coordinates': [-122.17672999999996, 48.05542000000003]}",PUGET SOUND ENERGY INC,53061052903,3213,2,40
1N4BZ0CPXH,Snohomish,Bothell,WA,98021,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,107,0,1,102295259,"{'type': 'Point', 'coordinates': [-122.18384, 47.8031]}",PUGET SOUND ENERGY INC,53061051937,3213,1,1
1N4AZ1CPXK,Snohomish,Everett,WA,98208,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,0,38,478423396,"{'type': 'Point', 'coordinates': [-122.18637, 47.89251]}",PUGET SOUND ENERGY INC,53061041805,3213,1,45
5UXTA6C00P,Snohomish,Edmonds,WA,98026,2023,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30,0,32,216932677,"{'type': 'Point', 'coordinates': [-122.31768, 47.87166]}",PUGET SOUND ENERGY INC,53061050700,3213,2,7
5YJ3E1EB6K,Snohomish,Edmonds,WA,98026,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,21,171638421,"{'type': 'Point', 'coordinates': [-122.31768, 47.87166]}",PUGET SOUND ENERGY INC,53061050200,3213,2,7
1G1FX6S04H,Snohomish,Edmonds,WA,98020,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,32,104156608,"{'type': 'Point', 'coordinates': [-122.37689, 47.81116]}",PUGET SOUND ENERGY INC,53061050800,3213,7,7
5YJ3E1EA1J,Thurston,Yelm,WA,98597,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,2,474276092,"{'type': 'Point', 'coordinates': [-122.60735, 46.94239]}",PUGET SOUND ENERGY INC,53067012412,2742,10,2
3C3CFFGE3F,Snohomish,Mukilteo,WA,98275,2015,FIAT,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,87,0,21,476545576,"{'type': 'Point', 'coordinates': [-122.29196, 47.89908]}",PUGET SOUND ENERGY INC,53061041301,3213,2,7
5YJSA1E28H,Snohomish,Monroe,WA,98272,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,0,39,327646336,"{'type': 'Point', 'coordinates': [-121.98087, 47.8526]}",PUGET SOUND ENERGY INC,53061052211,3213,1,41
1FADP5CU9G,Snohomish,Monroe,WA,98272,2016,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,39,120557692,"{'type': 'Point', 'coordinates': [-121.98087, 47.8526]}",PUGET SOUND ENERGY INC,53061052203,3213,1,41
5YJSA1E21L,Snohomish,Brier,WA,98036,2020,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,330,0,1,110207541,"{'type': 'Point', 'coordinates': [-122.29245, 47.82557]}",PUGET SOUND ENERGY INC,53061051913,3213,2,21
5YJXCBE26J,Snohomish,Mill Creek,WA,98012,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,44,292888228,"{'type': 'Point', 'coordinates': [-122.21061, 47.83448]}",PUGET SOUND ENERGY INC,53061041704,3213,1,1
5YJ3E1EB3L,Snohomish,Lynnwood,WA,98037,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,32,110247861,"{'type': 'Point', 'coordinates': [-122.27734, 47.83785]}",PUGET SOUND ENERGY INC,53061051802,3213,2,21
1G1RA6E4XD,Skagit,Mount Vernon,WA,98274,2013,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,10,129709919,"{'type': 'Point', 'coordinates': [-122.32267, 48.41626]}",PUGET SOUND ENERGY INC,53057952600,3212,1,16
JTDKARFP5H,Snohomish,Everett,WA,98203,2017,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,38,347883539,"{'type': 'Point', 'coordinates': [-122.23019, 47.94949]}",PUGET SOUND ENERGY INC,53061041202,3213,2,40
YV4BR0DL7N,Skagit,Mount Vernon,WA,98274,2022,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18,0,10,234969962,"{'type': 'Point', 'coordinates': [-122.32267, 48.41626]}",PUGET SOUND ENERGY INC,53057952600,3212,1,16
5YJ3E1EA6J,Snohomish,Lynnwood,WA,98036,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,1,171547750,"{'type': 'Point', 'coordinates': [-122.29245, 47.82557]}",PUGET SOUND ENERGY INC,53061051913,3213,2,21
1G1RB6S58J,Stevens,Kettle Falls,WA,99141,2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,0,7,127169318,"{'type': 'Point', 'coordinates': [-118.06211, 48.61053]}",AVISTA CORP,53065950102,2741,5,10
1N4AZ0CP7D,Douglas,Orondo,WA,98843,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,12,210717769,"{'type': 'Point', 'coordinates': [-120.22795, 47.62352]}",PUD NO 1 OF DOUGLAS COUNTY,53017950101,2979,4,18
1G1RC6S51G,Spokane,Spokane,WA,99223,2016,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,0,3,298541008,"{'type': 'Point', 'coordinates': [-117.36043, 47.63396]}",MODERN ELECTRIC WATER COMPANY,53063004601,3214,5,3
1G1RE6E47C,Yakima,Selah,WA,98942,2012,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35,0,15,477578370,"{'type': 'Point', 'coordinates': [-120.53113, 46.65404]}",PACIFICORP,53077003100,2746,4,22
YV4BR0CM9N,Yakima,Yakima,WA,98908,2022,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18,0,14,196640419,"{'type': 'Point', 'coordinates': [-120.56916, 46.58514]}",PACIFICORP,53077000401,2746,4,20
5YJ3E1ECXL,Skagit,Mount Vernon,WA,98273,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,308,0,40,4647072,"{'type': 'Point', 'coordinates': [-122.33897499999995, 48.41333000000003]}",PUGET SOUND ENERGY INC,53057952304,3212,1,43
5YJ3E1EB2L,Yakima,Yakima,WA,98901,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,15,103663885,"{'type': 'Point', 'coordinates': [-120.50721, 46.60448]}",PACIFICORP,53077001602,2746,4,20
KNDCE3LG6K,Thurston,Olympia,WA,98516,2019,KIA,NIRO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239,0,22,4760108,"{'type': 'Point', 'coordinates': [-122.75379, 47.06316]}",PUGET SOUND ENERGY INC,53067012221,2742,10,2
5YJXCBE41J,Yakima,Yakima,WA,98903,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,14,209125255,"{'type': 'Point', 'coordinates': [-120.47794, 46.55282]}",PACIFICORP,53077002803,2746,4,22
5YJ3E1EB9J,Yakima,Yakima,WA,98908,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,14,157470960,"{'type': 'Point', 'coordinates': [-120.56916, 46.58514]}",PACIFICORP,53077000402,2746,4,20
KNDCC3LG0L,Island,Oak Harbor,WA,98277,2020,KIA,NIRO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239,0,10,153980179,"{'type': 'Point', 'coordinates': [-122.64682, 48.29077]}",PUGET SOUND ENERGY INC,53029970300,3007,2,16
5YJ3E1EC4N,Whitman,Pullman,WA,99163,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,9,190046503,"{'type': 'Point', 'coordinates': [-117.18147, 46.73015]}",AVISTA CORP,53075000300,2745,5,13
1G1FW6S06H,Island,Clinton,WA,98236,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,10,132227280,"{'type': 'Point', 'coordinates': [-122.35803, 47.9796]}",PUGET SOUND ENERGY INC,53029972000,,2,16
5YJ3E1EB0K,Yakima,Yakima,WA,98908,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,14,225951827,"{'type': 'Point', 'coordinates': [-120.56916, 46.58514]}",PACIFICORP,53077000402,2746,4,20
KL8CL6S04F,Spokane,Cheney,WA,99004,2015,CHEVROLET,SPARK,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,82,0,6,210062345,"{'type': 'Point', 'coordinates': [-117.57445, 47.48928]}",CITY OF CHENEY - (WA),53063014002,3214,5,9
1FADP3R44J,Snohomish,Snohomish,WA,98290,2018,FORD,FOCUS,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,100,0,44,201858905,"{'type': 'Point', 'coordinates': [-122.09305, 47.91265]}",PUGET SOUND ENERGY INC,53061052502,3213,1,45
3FA6P0PU2E,Snohomish,Granite Falls,WA,98252,2014,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,39,162941404,"{'type': 'Point', 'coordinates': [-121.96931, 48.08157]}",PUGET SOUND ENERGY INC,53061053604,3213,1,41
KNDJX3AE5H,Snohomish,Snohomish,WA,98296,2017,KIA,SOUL EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,32250,44,106821781,"{'type': 'Point', 'coordinates': [-122.1389, 47.87115]}",PUGET SOUND ENERGY INC,53061052122,3213,1,45
5YJSA1E2XG,Thurston,Olympia,WA,98516,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,0,22,175915372,"{'type': 'Point', 'coordinates': [-122.75379, 47.06316]}",PUGET SOUND ENERGY INC,53067012224,2742,10,2
5YJXCBE2XG,Thurston,Lacey,WA,98509,2016,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,0,22,174187562,,PUGET SOUND ENERGY INC,53067011410,,,
